tweet,cleaning,case_folding,tokenize,stopword_removal,stemming,entity,sentiment
Dijual mobil Suzuki Sidekick thn 96 plat N Pasuruan Pajak 9-9-2024 Body sempurna Cat bagus Oli mesin baru Filter oli br diganti Kaki2 bagus Aki baru diganti Mesin bagus Ac dingin baru isi freon...,Dijual mobil Suzuki Sidekick thn  plat N Pasuruan Pajak  Body sempurna Cat bagus Oli mesin baru Filter oli br diganti Kaki bagus Aki baru diganti Mesin bagus Ac dingin baru isi freon,dijual mobil suzuki sidekick thn  plat n pasuruan pajak  body sempurna cat bagus oli mesin baru filter oli br diganti kaki bagus aki baru diganti mesin bagus ac dingin baru isi freon,"['dijual', 'mobil', 'suzuki', 'sidekick', 'thn', 'plat', 'n', 'pasuruan', 'pajak', 'body', 'sempurna', 'cat', 'bagus', 'oli', 'mesin', 'baru', 'filter', 'oli', 'br', 'diganti', 'kaki', 'bagus', 'aki', 'baru', 'diganti', 'mesin', 'bagus', 'ac', 'dingin', 'baru', 'isi', 'freon']","['dijual', 'sidekick', 'thn', 'plat', 'pasuruan', 'pajak', 'body', 'sempurna', 'cat', 'bagus', 'oli', 'mesin', 'filter', 'oli', 'br', 'diganti', 'bagus', 'diganti', 'mesin', 'bagus', 'dingin', 'isi', 'freon']",jual sidekick thn plat pasuruan pajak body sempurna cat bagus oli mesin filter oli br ganti bagus ganti mesin bagus dingin isi freon,Suzuki,Positif
"Naga kayu membawa harapan baru. Semoga langkah dari setiap perjalanan dapat membawa keberuntungan dan kebahagiaan. Happy Chinese New Year, Toyota Friends! #ToyotaIndonesiaTranslate post",Naga kayu membawa harapan baru Semoga langkah dari setiap perjalanan dapat membawa keberuntungan dan kebahagiaan Happy Chinese New Year Toyota Friends ToyotaIndonesiaTranslate post,naga kayu membawa harapan baru semoga langkah dari setiap perjalanan dapat membawa keberuntungan dan kebahagiaan happy chinese new year toyota friends toyotaindonesiatranslate post,"['naga', 'kayu', 'membawa', 'harapan', 'baru', 'semoga', 'langkah', 'dari', 'setiap', 'perjalanan', 'dapat', 'membawa', 'keberuntungan', 'dan', 'kebahagiaan', 'happy', 'chinese', 'new', 'year', 'toyota', 'friends', 'toyotaindonesiatranslate', 'post']","['naga', 'kayu', 'membawa', 'harapan', 'langkah', 'perjalanan', 'membawa', 'keberuntungan', 'kebahagiaan', 'happy', 'chinese', 'year', 'toyotaindonesiatranslate']",naga kayu bawa harap langkah jalan bawa untung bahagia happy chinese year toyotaindonesiatranslate,Toyota,Positif
"Kalau malam minggu enaknya full OOTD, kalau mau beli sikat gigi pakai baju biasa aja ngga sih? Sahabat Daihatsu yang mana? #DaihatsuSahabatkuTranslate post",Kalau malam minggu enaknya full OOTD kalau mau beli sikat gigi pakai baju biasa aja ngga sih Sahabat Daihatsu yang mana DaihatsuSahabatkuTranslate post,kalau malam minggu enaknya full ootd kalau mau beli sikat gigi pakai baju biasa aja ngga sih sahabat daihatsu yang mana daihatsusahabatkutranslate post,"['kalau', 'malam', 'minggu', 'enaknya', 'full', 'ootd', 'kalau', 'mau', 'beli', 'sikat', 'gigi', 'pakai', 'baju', 'biasa', 'aja', 'ngga', 'sih', 'sahabat', 'daihatsu', 'yang', 'mana', 'daihatsusahabatkutranslate', 'post']","['malam', 'minggu', 'enaknya', 'full', 'ootd', 'sikat', 'gigi', 'baju']",malam minggu enak full ootd sikat gigi baju,Daihatsu,Netral
"Gong Xi Fa Cai! Selamat Tahun Baru Imlek 2024, Tahun Naga! Semoga tahun yang baru ini membawa keberuntungan, kebahagiaan, dan kemakmuran buat Sahabat dan keluarga. Mari bersama-sama merayakan...",Gong Xi Fa Cai Selamat Tahun Baru Imlek  Tahun Naga Semoga tahun yang baru ini membawa keberuntungan kebahagiaan dan kemakmuran buat Sahabat dan keluarga Mari bersamasama merayakan,gong xi fa cai selamat tahun baru imlek  tahun naga semoga tahun yang baru ini membawa keberuntungan kebahagiaan dan kemakmuran buat sahabat dan keluarga mari bersamasama merayakan,"['gong', 'xi', 'fa', 'cai', 'selamat', 'tahun', 'baru', 'imlek', 'tahun', 'naga', 'semoga', 'tahun', 'yang', 'baru', 'ini', 'membawa', 'keberuntungan', 'kebahagiaan', 'dan', 'kemakmuran', 'buat', 'sahabat', 'dan', 'keluarga', 'mari', 'bersamasama', 'merayakan']","['gong', 'xi', 'fa', 'cai', 'selamat', 'imlek', 'naga', 'membawa', 'keberuntungan', 'kebahagiaan', 'kemakmuran', 'mari', 'bersamasama', 'merayakan']",gong xi fa cai selamat imlek naga bawa untung bahagia makmur mari bersamasama raya,Daihatsu,Netral
Tandain dulu mau liat nanti yg menang siapaTranslate post,Tandain dulu mau liat nanti yg menang siapaTranslate post,tandain dulu mau liat nanti yg menang siapatranslate post,"['tandain', 'dulu', 'mau', 'liat', 'nanti', 'yg', 'menang', 'siapatranslate', 'post']","['tandain', 'menang', 'siapatranslate']",tandain menang siapatranslate,Honda,Netral
"Selamat Tahun Baru Imlek, Suzuki Family! ? Mari rayakan dengan semangat menyala yang dapat membawa kebahagiaan, kesejahteraan, dan keberuntungan bagi sekitarmu. #Suzuki #SuzukiIndonesia...",Selamat Tahun Baru Imlek Suzuki Family  Mari rayakan dengan semangat menyala yang dapat membawa kebahagiaan kesejahteraan dan keberuntungan bagi sekitarmu Suzuki SuzukiIndonesia,selamat tahun baru imlek suzuki family  mari rayakan dengan semangat menyala yang dapat membawa kebahagiaan kesejahteraan dan keberuntungan bagi sekitarmu suzuki suzukiindonesia,"['selamat', 'tahun', 'baru', 'imlek', 'suzuki', 'family', 'mari', 'rayakan', 'dengan', 'semangat', 'menyala', 'yang', 'dapat', 'membawa', 'kebahagiaan', 'kesejahteraan', 'dan', 'keberuntungan', 'bagi', 'sekitarmu', 'suzuki', 'suzukiindonesia']","['selamat', 'imlek', 'mari', 'rayakan', 'semangat', 'menyala', 'membawa', 'kebahagiaan', 'kesejahteraan', 'keberuntungan', 'sekitarmu']",selamat imlek mari raya semangat nyala bawa bahagia sejahtera untung sekitar,Suzuki,Netral
"Ribuan orang telah berkontribusi & terkumpul sampah plastik sebanyak 85 Ton melalui #ToyotaWasteStation, dan kami ingin memberikan apresiasi kepada para kontributor Toyota Waste Station terbaik...",Ribuan orang telah berkontribusi  terkumpul sampah plastik sebanyak  Ton melalui ToyotaWasteStation dan kami ingin memberikan apresiasi kepada para kontributor Toyota Waste Station terbaik,ribuan orang telah berkontribusi  terkumpul sampah plastik sebanyak  ton melalui toyotawastestation dan kami ingin memberikan apresiasi kepada para kontributor toyota waste station terbaik,"['ribuan', 'orang', 'telah', 'berkontribusi', 'terkumpul', 'sampah', 'plastik', 'sebanyak', 'ton', 'melalui', 'toyotawastestation', 'dan', 'kami', 'ingin', 'memberikan', 'apresiasi', 'kepada', 'para', 'kontributor', 'toyota', 'waste', 'station', 'terbaik']","['ribuan', 'berkontribusi', 'terkumpul', 'sampah', 'plastik', 'ton', 'toyotawastestation', 'apresiasi', 'kontributor', 'waste', 'station', 'terbaik']",ribu kontribusi kumpul sampah plastik ton toyotawastestation apresiasi kontributor waste station baik,Toyota,Netral
Menjadikan bumi tempat yg lebih baik adalah komitmen Toyota dalam mewujudkan netralitas karbon. Dengan cara mengajak semua orang untuk berkontribusi dengan memilah dan menyetorkan sampahnya...,Menjadikan bumi tempat yg lebih baik adalah komitmen Toyota dalam mewujudkan netralitas karbon Dengan cara mengajak semua orang untuk berkontribusi dengan memilah dan menyetorkan sampahnya,menjadikan bumi tempat yg lebih baik adalah komitmen toyota dalam mewujudkan netralitas karbon dengan cara mengajak semua orang untuk berkontribusi dengan memilah dan menyetorkan sampahnya,"['menjadikan', 'bumi', 'tempat', 'yg', 'lebih', 'baik', 'adalah', 'komitmen', 'toyota', 'dalam', 'mewujudkan', 'netralitas', 'karbon', 'dengan', 'cara', 'mengajak', 'semua', 'orang', 'untuk', 'berkontribusi', 'dengan', 'memilah', 'dan', 'menyetorkan', 'sampahnya']","['menjadikan', 'bumi', 'komitmen', 'mewujudkan', 'netralitas', 'karbon', 'mengajak', 'berkontribusi', 'memilah', 'menyetorkan', 'sampahnya']",jadi bumi komitmen wujud netralitas karbon ajak kontribusi mem setor sampah,Toyota,Netral
Terima kasih kepada semua atlet yang telah memberikan segalanya dalam kompetisi ini. Sampai berjumpa di Daihatsu Indonesia Masters selanjutnya! #DaihatsuSahabatkuTranslate post,Terima kasih kepada semua atlet yang telah memberikan segalanya dalam kompetisi ini Sampai berjumpa di Daihatsu Indonesia Masters selanjutnya DaihatsuSahabatkuTranslate post,terima kasih kepada semua atlet yang telah memberikan segalanya dalam kompetisi ini sampai berjumpa di daihatsu indonesia masters selanjutnya daihatsusahabatkutranslate post,"['terima', 'kasih', 'kepada', 'semua', 'atlet', 'yang', 'telah', 'memberikan', 'segalanya', 'dalam', 'kompetisi', 'ini', 'sampai', 'berjumpa', 'di', 'daihatsu', 'indonesia', 'masters', 'selanjutnya', 'daihatsusahabatkutranslate', 'post']","['terima', 'kasih', 'atlet', 'kompetisi', 'berjumpa']",terima kasih atlet kompetisi jumpa,Daihatsu,Positif
Momen tak terlupakan tercipta di tengah riuhnya tepuk tangan dan sorak sorai penonton yang memberikan semangat tak terhingga bagi para atlet kebanggaan. Suara gemuruh Badminton Lovers seakan...,Momen tak terlupakan tercipta di tengah riuhnya tepuk tangan dan sorak sorai penonton yang memberikan semangat tak terhingga bagi para atlet kebanggaan Suara gemuruh Badminton Lovers seakan,momen tak terlupakan tercipta di tengah riuhnya tepuk tangan dan sorak sorai penonton yang memberikan semangat tak terhingga bagi para atlet kebanggaan suara gemuruh badminton lovers seakan,"['momen', 'tak', 'terlupakan', 'tercipta', 'di', 'tengah', 'riuhnya', 'tepuk', 'tangan', 'dan', 'sorak', 'sorai', 'penonton', 'yang', 'memberikan', 'semangat', 'tak', 'terhingga', 'bagi', 'para', 'atlet', 'kebanggaan', 'suara', 'gemuruh', 'badminton', 'lovers', 'seakan']","['momen', 'terlupakan', 'tercipta', 'riuhnya', 'tepuk', 'tangan', 'sorak', 'sorai', 'penonton', 'semangat', 'terhingga', 'atlet', 'kebanggaan', 'suara', 'gemuruh', 'badminton', 'lovers', 'seakan']",momen lupa cipta riuh tepuk tangan sorak sorai tonton semangat hingga atlet bangga suara gemuruh badminton lovers akan,Daihatsu,Positif
"Kali ini mereka sukses berdiri di podium tertinggi Daihatsu Indonesia Masters 2024. Selamat dan terima kasih! Juga, keberhasilan Leo/Daniel tidak lepas dari (@) on X @BolaBolaAja Komennya dipenuhi orang goblok, pada masalahin bapanya yg senyum2. Masalahin tu wartawannya yg gaada empati, ngewawancarain orang yg abis kecelakaan bahkan pas lagi dirawat smbil tiduran. Si bapak cuma pekerja, toh dia bukan nyetir sambil ngantuk/mabok, ini semua kesalahan travel",Kali ini mereka sukses berdiri di podium tertinggi Daihatsu Indonesia Masters  Selamat dan terima kasih Juga keberhasilan LeoDaniel tidak lepas dari  on X  Komennya dipenuhi orang goblok pada masalahin bapanya yg senyum Masalahin tu wartawannya yg gaada empati ngewawancarain orang yg abis kecelakaan bahkan pas lagi dirawat smbil tiduran Si bapak cuma pekerja toh dia bukan nyetir sambil ngantukmabok ini semua kesalahan travel,kali ini mereka sukses berdiri di podium tertinggi daihatsu indonesia masters  selamat dan terima kasih juga keberhasilan leodaniel tidak lepas dari  on x  komennya dipenuhi orang goblok pada masalahin bapanya yg senyum masalahin tu wartawannya yg gaada empati ngewawancarain orang yg abis kecelakaan bahkan pas lagi dirawat smbil tiduran si bapak cuma pekerja toh dia bukan nyetir sambil ngantukmabok ini semua kesalahan travel,"['kali', 'ini', 'mereka', 'sukses', 'berdiri', 'di', 'podium', 'tertinggi', 'daihatsu', 'indonesia', 'masters', 'selamat', 'dan', 'terima', 'kasih', 'juga', 'keberhasilan', 'leodaniel', 'tidak', 'lepas', 'dari', 'on', 'x', 'komennya', 'dipenuhi', 'orang', 'goblok', 'pada', 'masalahin', 'bapanya', 'yg', 'senyum', 'masalahin', 'tu', 'wartawannya', 'yg', 'gaada', 'empati', 'ngewawancarain', 'orang', 'yg', 'abis', 'kecelakaan', 'bahkan', 'pas', 'lagi', 'dirawat', 'smbil', 'tiduran', 'si', 'bapak', 'cuma', 'pekerja', 'toh', 'dia', 'bukan', 'nyetir', 'sambil', 'ngantukmabok', 'ini', 'semua', 'kesalahan', 'travel']","['sukses', 'berdiri', 'podium', 'tertinggi', 'selamat', 'terima', 'kasih', 'keberhasilan', 'leodaniel', 'lepas', 'komennya', 'dipenuhi', 'goblok', 'masalahin', 'bapanya', 'senyum', 'masalahin', 'wartawannya', 'gaada', 'empati', 'ngewawancarain', 'abis', 'kecelakaan', 'dirawat', 'smbil', 'tiduran', 'pekerja', 'nyetir', 'ngantukmabok', 'kesalahan', 'travel']",sukses diri podium tinggi selamat terima kasih hasil leodaniel lepas komennya penuh goblok masalahin bapa senyum masalahin wartawannya gaada empati ngewawancarain abis celaka rawat smbil tidur kerja nyetir ngantukmabok salah travel,Daihatsu,Positif
"Beda fase hidup, beda masalah yang dihadapi: #Suzuki #SuzukiIndonesia #SuzukiTeManBerkendara #YourGearTranslate post",Beda fase hidup beda masalah yang dihadapi Suzuki SuzukiIndonesia SuzukiTeManBerkendara YourGearTranslate post,beda fase hidup beda masalah yang dihadapi suzuki suzukiindonesia suzukitemanberkendara yourgeartranslate post,"['beda', 'fase', 'hidup', 'beda', 'masalah', 'yang', 'dihadapi', 'suzuki', 'suzukiindonesia', 'suzukitemanberkendara', 'yourgeartranslate', 'post']","['fase', 'hidup', 'dihadapi']",fase hidup hadap,Suzuki,Netral
Bea Cukai Layani Ekspor 501 Unit Mobil Mitsubishi XForce ke Vietnam,Bea Cukai Layani Ekspor  Unit Mobil Mitsubishi XForce ke Vietnam,bea cukai layani ekspor  unit mobil mitsubishi xforce ke vietnam,"['bea', 'cukai', 'layani', 'ekspor', 'unit', 'mobil', 'mitsubishi', 'xforce', 'ke', 'vietnam']","['bea', 'cukai', 'layani', 'ekspor', 'xforce']",bea cukai layan ekspor xforce,Mitsubishi,Netral
"Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong, Tangerang Selatan, pada Jumat (7/4/2023). Korban yang masih berstatus mahasiswi Agam akhmad (@AgamAkhmad23) على X Muslim||Sport Scientist||Indonesian||Basketball Fans?",Mobil Mitsubishi Pajero yang menabrak pengendara motor di Gading Serpong Tangerang Selatan pada Jumat  Korban yang masih berstatus mahasiswi Agam akhmad   X MuslimSport ScientistIndonesianBasketball Fans,mobil mitsubishi pajero yang menabrak pengendara motor di gading serpong tangerang selatan pada jumat  korban yang masih berstatus mahasiswi agam akhmad   x muslimsport scientistindonesianbasketball fans,"['mobil', 'mitsubishi', 'pajero', 'yang', 'menabrak', 'pengendara', 'motor', 'di', 'gading', 'serpong', 'tangerang', 'selatan', 'pada', 'jumat', 'korban', 'yang', 'masih', 'berstatus', 'mahasiswi', 'agam', 'akhmad', 'x', 'muslimsport', 'scientistindonesianbasketball', 'fans']","['menabrak', 'pengendara', 'gading', 'serpong', 'tangerang', 'selatan', 'jumat', 'korban', 'berstatus', 'mahasiswi', 'agam', 'akhmad', 'muslimsport', 'scientistindonesianbasketball', 'fans']",tabrak kendara gading serpong tangerang selatan jumat korban status mahasiswi agam akhmad muslimsport scientistindonesianbasketball fans,Mitsubishi,Negatif
"PT Toyota Astra Motor (TAM) sebagai produsen mobil Toyota di Indonesia menarik unit dari tangan konsumen untuk perbaikan, alias recall di empat model, yaitu Toyota Avanza, Veloz, Yaris Cross,...",PT Toyota Astra Motor TAM sebagai produsen mobil Toyota di Indonesia menarik unit dari tangan konsumen untuk perbaikan alias recall di empat model yaitu Toyota Avanza Veloz Yaris Cross,pt toyota astra motor tam sebagai produsen mobil toyota di indonesia menarik unit dari tangan konsumen untuk perbaikan alias recall di empat model yaitu toyota avanza veloz yaris cross,"['pt', 'toyota', 'astra', 'motor', 'tam', 'sebagai', 'produsen', 'mobil', 'toyota', 'di', 'indonesia', 'menarik', 'unit', 'dari', 'tangan', 'konsumen', 'untuk', 'perbaikan', 'alias', 'recall', 'di', 'empat', 'model', 'yaitu', 'toyota', 'avanza', 'veloz', 'yaris', 'cross']","['astra', 'tam', 'produsen', 'menarik', 'tangan', 'konsumen', 'perbaikan', 'alias', 'recall', 'model', 'veloz', 'cross']",astra tam produsen tarik tangan konsumen baik alias recall model veloz cross,Toyota,Netral
"Sigra Mobil Terlaris Daihatsu Januari 2024, Gran Max MenyusulTranslate post",Sigra Mobil Terlaris Daihatsu Januari  Gran Max MenyusulTranslate post,sigra mobil terlaris daihatsu januari  gran max menyusultranslate post,"['sigra', 'mobil', 'terlaris', 'daihatsu', 'januari', 'gran', 'max', 'menyusultranslate', 'post']","['terlaris', 'januari', 'gran', 'max', 'menyusultranslate']",laris januari gran max menyusultranslate,Daihatsu,Positif
Honda selalu memastikan mobil dengan performa terbaik melalui keselamatan pengemudi dan penumpang sebagai prioritas utama. Dengan memahami perbedaan antara active dan passive safety pengemudi...,Honda selalu memastikan mobil dengan performa terbaik melalui keselamatan pengemudi dan penumpang sebagai prioritas utama Dengan memahami perbedaan antara active dan passive safety pengemudi,honda selalu memastikan mobil dengan performa terbaik melalui keselamatan pengemudi dan penumpang sebagai prioritas utama dengan memahami perbedaan antara active dan passive safety pengemudi,"['honda', 'selalu', 'memastikan', 'mobil', 'dengan', 'performa', 'terbaik', 'melalui', 'keselamatan', 'pengemudi', 'dan', 'penumpang', 'sebagai', 'prioritas', 'utama', 'dengan', 'memahami', 'perbedaan', 'antara', 'active', 'dan', 'passive', 'safety', 'pengemudi']","['performa', 'terbaik', 'keselamatan', 'pengemudi', 'penumpang', 'prioritas', 'utama', 'memahami', 'perbedaan', 'active', 'passive', 'safety', 'pengemudi']",performa baik selamat kemudi tumpang prioritas utama paham beda active passive safety kemudi,Honda,Positif
"Recall mewajibkan mobil Toyota yang terdampak harus segera ditangani, bila berhalangan bisa manfaatkan layanan jemput atau towing ke diler terdekat.Translate post",Recall mewajibkan mobil Toyota yang terdampak harus segera ditangani bila berhalangan bisa manfaatkan layanan jemput atau towing ke diler terdekatTranslate post,recall mewajibkan mobil toyota yang terdampak harus segera ditangani bila berhalangan bisa manfaatkan layanan jemput atau towing ke diler terdekattranslate post,"['recall', 'mewajibkan', 'mobil', 'toyota', 'yang', 'terdampak', 'harus', 'segera', 'ditangani', 'bila', 'berhalangan', 'bisa', 'manfaatkan', 'layanan', 'jemput', 'atau', 'towing', 'ke', 'diler', 'terdekattranslate', 'post']","['recall', 'mewajibkan', 'terdampak', 'ditangani', 'berhalangan', 'manfaatkan', 'layanan', 'jemput', 'towing', 'diler', 'terdekattranslate']",recall wajib dampak tangan halang manfaat layan jemput towing diler terdekattranslate,Toyota,Negatif
"?? BREAKING: Surat kabar harian Jerman @BILD melaporkan bahwa bus Real Madrid terlibat dalam satu kecelakaan di Jerman. Tidak ada kerusakan yang signifikan yang dilaporkan. Menurut laporan,...", BREAKING Surat kabar harian Jerman  melaporkan bahwa bus Real Madrid terlibat dalam satu kecelakaan di Jerman Tidak ada kerusakan yang signifikan yang dilaporkan Menurut laporan, breaking surat kabar harian jerman  melaporkan bahwa bus real madrid terlibat dalam satu kecelakaan di jerman tidak ada kerusakan yang signifikan yang dilaporkan menurut laporan,"['breaking', 'surat', 'kabar', 'harian', 'jerman', 'melaporkan', 'bahwa', 'bus', 'real', 'madrid', 'terlibat', 'dalam', 'satu', 'kecelakaan', 'di', 'jerman', 'tidak', 'ada', 'kerusakan', 'yang', 'signifikan', 'yang', 'dilaporkan', 'menurut', 'laporan']","['breaking', 'surat', 'harian', 'jerman', 'melaporkan', 'bus', 'real', 'madrid', 'terlibat', 'kecelakaan', 'jerman', 'kerusakan', 'signifikan', 'dilaporkan', 'laporan']",breaking surat hari jerman lapor bus real madrid libat celaka jerman rusa signifikan lapor lapor,Toyota,Negatif
Yang butuh mobil Honda hubungi 081249754778,Yang butuh mobil Honda hubungi ,yang butuh mobil honda hubungi ,"['yang', 'butuh', 'mobil', 'honda', 'hubungi']","['butuh', 'hubungi']",butuh hubung,Honda,Netral
Lowongan kerja untuk PT. Cinta Damai Putra Bahagia 2024Translate post,Lowongan kerja untuk PT Cinta Damai Putra Bahagia Translate post,lowongan kerja untuk pt cinta damai putra bahagia translate post,"['lowongan', 'kerja', 'untuk', 'pt', 'cinta', 'damai', 'putra', 'bahagia', 'translate', 'post']","['lowongan', 'cinta', 'damai', 'putra', 'bahagia']",lowong cinta damai putra bahagia,Suzuki,Netral
"Hai @lianalianaku Selamat, kamu terpilih sebagai pemenang Action Camera SJCAM SJ4000 pada AUTO Quiz Race Against Time Eps 2. Mohon melakukan konfirmasi dengan mengirim pesan ke Messages Toyota...",Hai  Selamat kamu terpilih sebagai pemenang Action Camera SJCAM SJ pada AUTO Quiz Race Against Time Eps  Mohon melakukan konfirmasi dengan mengirim pesan ke Messages Toyota,hai  selamat kamu terpilih sebagai pemenang action camera sjcam sj pada auto quiz race against time eps  mohon melakukan konfirmasi dengan mengirim pesan ke messages toyota,"['hai', 'selamat', 'kamu', 'terpilih', 'sebagai', 'pemenang', 'action', 'camera', 'sjcam', 'sj', 'pada', 'auto', 'quiz', 'race', 'against', 'time', 'eps', 'mohon', 'melakukan', 'konfirmasi', 'dengan', 'mengirim', 'pesan', 'ke', 'messages', 'toyota']","['hai', 'selamat', 'terpilih', 'pemenang', 'action', 'camera', 'sjcam', 'sj', 'auto', 'quiz', 'race', 'against', 'time', 'eps', 'mohon', 'konfirmasi', 'mengirim', 'pesan', 'messages']",hai selamat pilih menang action camera sjcam sj auto quiz race against time eps mohon konfirmasi kirim pesan messages,Toyota,Positif
"RATUSAN RIBU Mobil Toyota di Indonesia Kena Recall, Ini Deretan Masalahnya Baca selengkapnya di https://medan.tribunnews.com/2024/02/14/ratusan-ribu-mobil-toyota-di-indonesia-kena-recall-ini-dereta...",RATUSAN RIBU Mobil Toyota di Indonesia Kena Recall Ini Deretan Masalahnya Baca selengkapnya di ,ratusan ribu mobil toyota di indonesia kena recall ini deretan masalahnya baca selengkapnya di ,"['ratusan', 'ribu', 'mobil', 'toyota', 'di', 'indonesia', 'kena', 'recall', 'ini', 'deretan', 'masalahnya', 'baca', 'selengkapnya', 'di']","['ratusan', 'ribu', 'recall', 'deretan', 'baca', 'selengkapnya']",ratus ribu recall deret baca lengkap,Toyota,Negatif
"Pasti sering ngeliat di jalan, tapi Sahabat tahu nggak ini namanya apa?Translate post",Pasti sering ngeliat di jalan tapi Sahabat tahu nggak ini namanya apaTranslate post,pasti sering ngeliat di jalan tapi sahabat tahu nggak ini namanya apatranslate post,"['pasti', 'sering', 'ngeliat', 'di', 'jalan', 'tapi', 'sahabat', 'tahu', 'nggak', 'ini', 'namanya', 'apatranslate', 'post']","['ngeliat', 'namanya', 'apatranslate']",ngeliat nama apatranslate,Daihatsu,Netral
"Ikuti keseruan Giring untuk memberikan KEJUTAN YANG LUAR BIASA untuk kamu! Uang Kaget Lagi setiap Senin-Jumat, pukul 09.45 WIB, hanya di Entertainment. #UangKagetLagi #Giring #Terkejut #UangKaget",Ikuti keseruan Giring untuk memberikan KEJUTAN YANG LUAR BIASA untuk kamu Uang Kaget Lagi setiap SeninJumat pukul  WIB hanya di Entertainment UangKagetLagi Giring Terkejut UangKaget,ikuti keseruan giring untuk memberikan kejutan yang luar biasa untuk kamu uang kaget lagi setiap seninjumat pukul  wib hanya di entertainment uangkagetlagi giring terkejut uangkaget,"['ikuti', 'keseruan', 'giring', 'untuk', 'memberikan', 'kejutan', 'yang', 'luar', 'biasa', 'untuk', 'kamu', 'uang', 'kaget', 'lagi', 'setiap', 'seninjumat', 'pukul', 'wib', 'hanya', 'di', 'entertainment', 'uangkagetlagi', 'giring', 'terkejut', 'uangkaget']","['ikuti', 'keseruan', 'giring', 'kejutan', 'uang', 'kaget', 'seninjumat', 'wib', 'entertainment', 'uangkagetlagi', 'giring', 'terkejut', 'uangkaget']",ikut seru giring kejut uang kaget seninjumat wib entertainment uangkagetlagi giring kejut uangkaget,Daihatsu,Positif
Sepupu saya kecelakaan ditabrak lari oleh mobil honda crv putih dijalan dewi sartika jaktim hari selasa jam 20.35 wib hingga meninggal dunia. Menurut saksi ahmad asrori (@ahmadasrori83) on X Manut Kiyai NU dan selalu bahagia akan apa yg Allah kehendaki,Sepupu saya kecelakaan ditabrak lari oleh mobil honda crv putih dijalan dewi sartika jaktim hari selasa jam  wib hingga meninggal dunia Menurut saksi ahmad asrori  on X Manut Kiyai NU dan selalu bahagia akan apa yg Allah kehendaki,sepupu saya kecelakaan ditabrak lari oleh mobil honda crv putih dijalan dewi sartika jaktim hari selasa jam  wib hingga meninggal dunia menurut saksi ahmad asrori  on x manut kiyai nu dan selalu bahagia akan apa yg allah kehendaki,"['sepupu', 'saya', 'kecelakaan', 'ditabrak', 'lari', 'oleh', 'mobil', 'honda', 'crv', 'putih', 'dijalan', 'dewi', 'sartika', 'jaktim', 'hari', 'selasa', 'jam', 'wib', 'hingga', 'meninggal', 'dunia', 'menurut', 'saksi', 'ahmad', 'asrori', 'on', 'x', 'manut', 'kiyai', 'nu', 'dan', 'selalu', 'bahagia', 'akan', 'apa', 'yg', 'allah', 'kehendaki']","['sepupu', 'kecelakaan', 'ditabrak', 'lari', 'putih', 'dijalan', 'dewi', 'sartika', 'jaktim', 'selasa', 'jam', 'wib', 'meninggal', 'saksi', 'ahmad', 'asrori', 'manut', 'kiyai', 'nu', 'bahagia', 'allah', 'kehendaki']",sepupu celaka tabrak lari putih jalan dewi sartika jaktim selasa jam wib tinggal saksi ahmad asrori manut kiyai nu bahagia allah hendak,Honda,Negatif
#AllNewVellfireHEV dilengkapi dengan Toyota Safety Sense yang membantu menjaga keamanan selama berkendara. Juga dilengkapi dengan T Intouch yang menghubungkan antara mobil dan pengendara. #ToyotaIn...,AllNewVellfireHEV dilengkapi dengan Toyota Safety Sense yang membantu menjaga keamanan selama berkendara Juga dilengkapi dengan T Intouch yang menghubungkan antara mobil dan pengendara ToyotaIn,allnewvellfirehev dilengkapi dengan toyota safety sense yang membantu menjaga keamanan selama berkendara juga dilengkapi dengan t intouch yang menghubungkan antara mobil dan pengendara toyotain,"['allnewvellfirehev', 'dilengkapi', 'dengan', 'toyota', 'safety', 'sense', 'yang', 'membantu', 'menjaga', 'keamanan', 'selama', 'berkendara', 'juga', 'dilengkapi', 'dengan', 't', 'intouch', 'yang', 'menghubungkan', 'antara', 'mobil', 'dan', 'pengendara', 'toyotain']","['allnewvellfirehev', 'dilengkapi', 'safety', 'sense', 'membantu', 'menjaga', 'keamanan', 'berkendara', 'dilengkapi', 't', 'intouch', 'menghubungkan', 'pengendara', 'toyotain']",allnewvellfirehev lengkap safety sense bantu jaga aman kendara lengkap t intouch hubung kendara toyotain,Toyota,Positif
"Gak usah galau, nih tontonan buat mengenal arti cinta. Boleh juga share versi Sahabat di kolom reply mengenai arti cinta ya! ?Translate post",Gak usah galau nih tontonan buat mengenal arti cinta Boleh juga share versi Sahabat di kolom reply mengenai arti cinta ya Translate post,gak usah galau nih tontonan buat mengenal arti cinta boleh juga share versi sahabat di kolom reply mengenai arti cinta ya translate post,"['gak', 'usah', 'galau', 'nih', 'tontonan', 'buat', 'mengenal', 'arti', 'cinta', 'boleh', 'juga', 'share', 'versi', 'sahabat', 'di', 'kolom', 'reply', 'mengenai', 'arti', 'cinta', 'ya', 'translate', 'post']","['galau', 'tontonan', 'mengenal', 'arti', 'cinta', 'share', 'versi', 'kolom', 'arti', 'cinta']",galau tonton kenal arti cinta share versi kolom arti cinta,Daihatsu,Netral
